Symbol,Last_Price,1D_Return_%,5D_Return_%,20D_Return_%,Price_vs_SMA20_%,RSI_14,1D_Return_%_Score,5D_Return_%_Score,20D_Return_%_Score,Price_vs_SMA20_%_Score,RSI_Score,Composite_Score,Rank,Signal
HEROMOTOCO.NS,5063.7998046875,1.3185518644110106,1.601119676715479,19.6917666323426,8.503174820471004,70.84747893634065,57.41601284184641,50.71190424917877,100.0,84.0718280115815,100,78.10474359088795,1,Buy
MARUTI.NS,14452.0,0.7178200571468452,2.7295990901336387,17.771841155119738,10.626205022461853,96.02999558888399,42.186773604804586,61.60522286241408,93.46642142877457,100.0,20,71.76924818495658,2,Buy
INDUSINDBK.NS,1532.0999755859375,2.998317686449581,6.707056935707079,1.082009958592578,4.297568163026511,37.45276468729311,100.0,100.0,36.67029847678883,52.51899089574731,40,65.50488772218611,3,Buy
BAJAJ-AUTO.NS,8750.5,0.8180194711676858,1.8862432322291456,8.358615565599647,5.034149151972733,73.45833333333334,44.72694349273556,53.46422892379643,61.432860893518296,58.04523760873938,100,60.114004544662805,4,Buy
TATASTEEL.NS,3140.60009765625,2.8356286069499026,4.297295051230865,0.15307254140515258,2.902005964284027,50.159615697723765,95.8756455326741,76.73834039194595,33.50908952625999,42.048694853203486,80,60.0283977564063,5,Buy
TECHM.NS,1527.0999755859375,1.4684369160091304,3.7996211439196736,4.459945966415013,2.9018842613678597,61.70785325894637,61.21577053944467,71.9342470488398,48.16554169195952,42.04778176916993,100,60.025146204548484,6,Buy
EICHERMOT.NS,5990.5,1.1140180605958339,1.3278078484438405,11.691073349322734,5.229994301424057,82.84444444444443,52.23084669499419,48.07359929586939,72.77334000249945,59.51457856330185,60,59.58794454162668,7,Neutral
WIPRO.NS,253.83999633789062,2.0913758691308404,3.5194279954870122,-0.141627007022882,3.1117517719117194,61.37225803893511,77.00798635429855,69.22951606054704,32.50621588485995,43.62232639862887,100,57.334907013465305,8,Neutral
HINDUNILVR.NS,2631.60009765625,0.06464867012561104,2.472645052190625,8.950906849947016,3.6722197332835327,62.279981909453134,25.628130970184454,59.124821207773174,63.44845039907199,47.82727368310798,100,57.225414803814154,9,Neutral
CIPLA.NS,1601.199951171875,0.5273670320345758,2.300025627591329,4.482867939437196,3.8405132428136257,72.48042571012776,37.35857132255446,57.45850955987367,48.24354602781768,49.08990666958936,100,54.25945823061476,10,Neutral
HINDALCO.NS,715.8499755859375,1.6543543278839445,0.2380383832192301,3.9872603152187214,3.8569185827553865,64.8264880910142,65.92898983220657,37.55395147729829,46.55697465213407,49.21298879808466,100,53.08752649941272,11,Neutral
TITAN.NS,3651.39990234375,0.8395443894987586,2.717448300572345,5.446455205504885,5.231302236709068,93.38429588621793,45.27262482150453,61.48793014043821,51.52266971661425,59.52439143273247,20,51.524555459865994,12,Neutral
HCLTECH.NS,1504.199951171875,2.5847303472464445,1.2929260048400781,0.9462435955274184,1.6159077076260298,58.361379162947586,89.51508733519353,47.73688155722506,36.208280439662296,32.39965914620129,80,50.70389945072424,13,Neutral
M&M.NS,3398.89990234375,-0.12048479742139406,0.4670214960073471,4.697511230514206,4.171739936496133,69.62272766945044,20.934785563859666,39.764347143352914,48.973985216044184,51.57495645323485,100,48.088491475877404,14,Neutral
DRREDDY.NS,1283.9000244140625,0.4931159164460519,1.6789478151568948,0.46952029778315474,2.864652494704556,69.3114679563685,36.49026632001308,51.463186637706656,34.585973136854264,41.768448021449494,100,47.0688181527748,15,Neutral
APOLLOHOSP.NS,7851.0,-0.9024928999684434,0.49280000000000435,5.25606452240075,4.435972024898649,73.11610026757693,1.1099846543963727,40.013189482898994,50.874763065003236,53.557374859241314,100,46.143698960233436,16,Neutral
TATACONSUM.NS,686.7999877929688,0.9554608432505329,1.5976313303208256,-0.08729074771348655,2.858254599452681,53.35820895522388,48.2112396648484,50.67823091118213,32.69112421785312,41.7204473967574,80,46.05267042223021,17,Neutral
COALINDIA.NS,380.0,1.4821705466790513,-0.6817647957317763,2.631350983701819,1.5314075752967948,72.23456030117035,61.56393380387696,28.675004311190637,41.9427642267702,31.765691414832208,100,45.3393086993767,18,Neutral
RELIANCE.NS,1412.5999755859375,0.24127338432242684,2.2363773254717723,1.9071542104044603,1.391408610644218,52.104839036768965,30.105769735355764,56.844106473795506,39.478295383838656,30.715340089120645,80,44.71344871172796,19,Neutral
TRENT.NS,5423.0,0.09228497600590746,-1.7394455517303897,7.535197303192542,2.205050885789661,62.53602305475504,26.32874297172947,18.465111840683416,58.63073759329488,36.81974410721319,100,43.51875950536138,20,Neutral
TCS.NS,1081.5999755859375,-0.230606037847092,0.9614418265993185,2.5796614702271237,1.2667685029792874,60.04248750411098,18.143086014670846,44.53703340236553,41.76686286934677,29.780219585568542,100,42.341824030709745,21,Neutral
TATAMOTORS.NS,159.6300048828125,0.6811742732683035,1.0572284742747406,-1.1150268690056087,0.3299741316028282,64.4473554345476,41.25776101887732,45.46167098069894,29.19369956329758,22.751858966358203,100,40.86256356026725,22,Neutral
SUNPHARMA.NS,1656.699951171875,0.9075345292129278,1.4699577826761123,-2.489702697358742,0.7725038609005974,54.70403866089349,46.99625272158617,49.44578606864553,24.515626043745527,26.071967004215285,80,39.97996563936603,23,Weak
ULTRACEMCO.NS,12606.0,0.1350385256970288,-1.2455934195064633,2.9061224489795867,1.4808344838412424,61.193072482360485,27.41259441526145,23.232313227056768,42.87782185209002,31.386263511293823,100,39.06056672693918,24,Weak
NESTLEIND.NS,337.8500061035156,0.25222733042007395,0.5356400464016087,1.3955563403746707,0.6104842476222894,53.288877459232246,30.38346481274888,40.42672850657061,37.73730860056717,24.856404331873673,80,38.95667529509987,25,Weak
BRITANNIA.NS,5550.5,0.09016319538364126,2.050009192866331,0.5226949795177349,0.3566611741093517,40.663245163837345,26.274953403216074,55.0450772458937,34.76692857769529,22.95208023617694,60,38.72300694249981,26,Weak
BPCL.NS,1930.699951171875,-0.13449012520462267,2.0292713286949704,-0.371539973759194,1.4278776977604268,47.71967034257732,20.579734466473397,54.84489267975052,31.723813416359924,30.988951784000385,60,38.513117721616695,27,Weak
NTPC.NS,1153.0,-0.8513220574615343,0.7779061798777187,1.380458146295882,2.1228345969048767,58.69241687034358,2.4072241097995084,42.76534642885782,37.68592887855834,36.20291105962944,80,37.59878109917777,28,Weak
GRASIM.NS,2811.39990234375,-0.08529911304019366,-1.212270325164544,4.172897699727707,1.4405972960787938,53.86574641886284,21.826782955508868,23.553984211506453,47.188705649943756,31.084381396564808,80,37.53600147049903,29,Weak
BAJAJFINSV.NS,900.7999877929688,0.704302715815408,-0.4860831147510125,-1.417237998033516,2.0317423049150296,57.08921500810649,41.844093522784746,30.56393810329257,28.165263730747096,35.51948522222359,80,37.4710747179097,30,Weak
SBIN.NS,620.8499755859375,0.8118860433895314,-0.949268079596155,0.8118860433895314,-0.37229271451322266,68.37903295562667,44.571454074916936,26.092769786951592,35.75105663908011,17.483056338768964,100,37.430838817453264,31,Weak
HDFCLIFE.NS,787.0,-0.22187004754358197,-0.5056890012642201,3.233426274476714,2.41328395939413,84.2525669770396,18.36455337280946,30.374680624650235,43.99164907398897,38.38202626737216,60,37.222253137755104,32,Weak
LT.NS,3603.10009765625,0.20301598334155901,-0.8803058826531984,4.653059916248048,-0.39131727470814726,45.68965906033004,29.135900810354983,26.758468402837586,48.82271572261975,17.340323340197102,60,35.17488160708798,33,Weak
JSWSTEEL.NS,1057.800048828125,0.30343953311866567,-2.037414243857083,3.0090586892033366,0.39053787653440253,50.709492383611796,31.68175279637444,15.58879184626423,43.228117747064665,23.206242396527127,80,34.25914468444705,34,Weak
ONGC.NS,236.75999450683594,0.19890864364027205,-0.5878439426209026,-1.469057754349934,-0.13918938874879494,57.45171970919889,29.031775045442398,29.581631197953794,27.9889191520373,19.2319291811649,80,31.993235638148978,35,Weak
