Symbol,Last_Price,1D_Return_%,5D_Return_%,20D_Return_%,Price_vs_SMA20_%,RSI_14,1D_Return_%_Score,5D_Return_%_Score,20D_Return_%_Score,Price_vs_SMA20_%_Score,RSI_Score,Composite_Score,Rank,Signal
MARUTI.NS,14349.0,0.48319327731092265,10.923005565862699,15.507723757372549,10.762275867937099,95.95868881903907,89.42001648744444,100.0,97.51854672734291,100.0,20,89.66856649131954,1,Strong Buy
HEROMOTOCO.NS,4997.89990234375,-1.9462084991839657,6.155345015535363,16.178898063639437,8.055573509338053,74.08914723367849,14.581374256815035,66.23236816220832,100.0,81.5798307161681,100,75.06126432230796,2,Buy
M&M.NS,3403.0,0.8266392562141789,4.213881967641608,4.357695786801563,4.541712313750712,72.43599685148249,100.0,52.48168085217066,56.294868854922306,57.666629526175385,100,66.54220677475443,3,Buy
HINDUNILVR.NS,2629.89990234375,-0.6835384311272619,6.018697041436183,7.880049621295626,4.04834236936733,60.40414545769707,53.47840413178228,65.26453951080728,69.31765052050345,54.309053889450986,100,65.99500143151039,4,Buy
BAJAJ-AUTO.NS,8679.5,-0.05757383844781083,5.673586169111822,4.717379501719243,4.605687358011901,74.96069182389937,72.7614805886409,62.820242825493125,57.62468485528187,58.102004750011105,100,65.5270892012562,5,Buy
APOLLOHOSP.NS,7922.5,-0.05046363464328296,1.420962866816411,7.729213600271434,5.662604144776462,74.874388684623,72.98051311091132,32.70043532223746,68.75998236409428,65.29473729013553,100,62.80912796445145,6,Buy
CIPLA.NS,1592.800048828125,0.0,1.841435347066822,7.050206512051926,3.5263863745048862,73.0296942118402,74.53506449688038,35.67849128094957,66.249569874392,50.756938987148445,100,60.12614125451674,7,Buy
EICHERMOT.NS,5924.5,-0.8451882845188274,2.784524635669672,9.733412956100128,4.6469598447309135,83.63019508057675,48.49871914856824,42.35805488484739,76.16987127691681,58.38288018122121,60,58.39185901281637,8,Neutral
TITAN.NS,3621.0,0.12996574145991424,3.771424925181477,3.920333529006448,4.639569998121629,93.57142857142857,78.53870840685984,49.34791611449316,54.67786117776783,58.33258938175738,20,54.18766151933409,9,Neutral
NTPC.NS,1162.9000244140625,-1.399016420081678,6.746832967947869,0.15933642032095463,3.0713575122923276,58.99704457089564,31.43783358584959,70.42166545020075,40.772771998012495,47.660289425974305,80,52.08498088502623,10,Neutral
TRENT.NS,5418.0,-0.6327372764786787,0.8844614095521841,5.122235157159483,2.4777756761868774,65.69920844327176,55.043352949401694,28.90058768247768,59.12150972143883,43.62073263091931,100,51.942249305645184,11,Neutral
DRREDDY.NS,1277.5999755859375,0.07833307372115961,1.3646422436298211,0.9561418874703742,2.3845083393427835,68.92429051742864,76.94814451343554,32.30153652301209,43.71870648279112,42.98601188747946,100,51.33042013010158,12,Neutral
HINDALCO.NS,704.2000122070312,-0.4382829972343849,1.287308479975735,1.9787619320611904,2.3705522515786503,65.89081180768835,61.033590700678495,31.753809177045166,47.49951846060479,42.89103524612891,100,49.921553486770286,13,Neutral
TCS.NS,1084.0999755859375,-0.3676132790873421,3.129758936669047,1.0533115439504304,1.6302436336142812,58.11067694582322,63.210598145110595,44.803225771252855,44.07796034549712,37.85294525375848,80,49.476373318980635,14,Neutral
BPCL.NS,1933.300048828125,0.1761761941577733,3.17536548455164,-0.1446168479478982,1.545267111067794,48.41987210177849,79.96223891146008,45.126240613026,39.64900157766413,37.274646747650166,60,48.62552581280478,15,Neutral
SBILIFE.NS,1859.0,-0.9748068157537482,0.9996753590201024,3.6462993590695936,0.7279615558795305,65.42240145045363,44.505771181128445,29.716606815371584,53.664707096241834,31.71256245147501,100,46.54694200017971,16,Neutral
HDFCLIFE.NS,788.75,-0.8422920490555486,0.0,4.15291333870047,2.8059008318850998,84.06951202803816,48.587938779404574,22.63626434460038,55.537750962776535,45.85375278366832,60,44.779332748627404,17,Neutral
BAJAJFINSV.NS,894.5,-0.12281996604766032,3.836553174837709,-6.720893830398833,1.2439024427312484,60.867651110106635,70.75154890602553,49.80919617699267,15.335311545683988,35.22374218871734,100,44.71037328160067,18,Neutral
RELIANCE.NS,1409.199951171875,-1.0948973274587437,2.5767870931396875,0.8502521962613363,1.2434217442861994,56.0526840585572,40.80633746549566,40.88672428549118,43.32721306843084,35.220470847594754,80,44.38488978124534,19,Neutral
TECHM.NS,1505.0,-1.0714552228326735,1.2309174298216874,0.42706689699232303,1.6359676520740773,63.98984020455798,41.52848038076703,31.354411568837175,41.76262018100005,37.89189944045663,100,44.17504089171569,20,Neutral
BRITANNIA.NS,5545.5,-0.9289861545332734,4.58274398868459,-0.9664357781185351,0.29242579268875524,43.304413428894755,45.91729401157502,55.094198415877656,36.61058777850334,28.748571061121535,60,43.394034251480974,21,Neutral
ULTRACEMCO.NS,12589.0,-2.1833721833721786,2.208329950474952,2.9648713859240283,1.489408871959208,64.11625148279953,7.27545710355284,38.27707433030441,51.145344155417696,36.89450956078583,100,43.383092306891506,22,Neutral
GRASIM.NS,2813.800048828125,-2.3392997183807496,1.7686045864779176,3.2214668086739007,1.7338943313173205,60.16905317790711,2.472050306326051,35.162657092657035,52.094024022311025,38.55832883315783,100,42.50134479243804,23,Neutral
TATACONSUM.NS,680.2999877929688,-0.7440963582476812,2.362325125454534,-2.8836562750936823,1.8802076792171052,55.12339423155934,51.61289424130528,39.36776699154049,29.52227549925994,39.554048450512866,80,42.35136822396147,24,Neutral
BAJFINANCE.NS,1965.9000244140625,-0.7121199790877553,2.119372985587753,-3.2672352909871916,0.9943267182118687,56.754838315620475,52.59793871724756,37.64702401359046,28.104114232620148,33.525281668972035,80,40.437737414565206,25,Neutral
ASIANPAINT.NS,2504.5,-2.4195470775894568,-0.9570115727118966,6.479311934709275,1.1829243557223368,60.53915425191525,0.0,15.858094189507732,64.13886896695024,34.80876243235811,100,40.16793672393362,26,Neutral
INDUSINDBK.NS,1487.5,-0.5947623809714586,2.7491918332875454,-4.186795491143314,1.3179860619090933,41.68427681125696,56.21318399427347,42.10780530226015,24.704333211838243,35.727910222590545,60,39.515810932775636,27,Weak
LT.NS,3595.800048828125,-0.4650403690966032,-2.2083206736979832,3.401870562994258,-0.37251510473593763,51.176306823633716,60.2093197220355,6.995520062984559,52.76100945720916,24.223387915145516,80,39.45325839424332,28,Weak
SUNPHARMA.NS,1641.800048828125,0.09755503620805239,0.024370927751471427,-2.966900187463062,-0.26212879609556206,53.84129488886581,77.54028435108835,22.808874895869724,29.21450764097182,24.974609964113416,80,39.09253566174491,29,Weak
WIPRO.NS,248.63999938964844,-0.5081846480135543,0.7414617921303046,-3.17715150450647,0.9920885598857287,59.10355650163743,58.880243862536155,27.88777261666609,28.437170347386015,33.51005012527439,80,39.03714086281762,30,Weak
