Symbol,Current_Price,Surprise_Impact_Score,Surprise_Rating,Earnings_Surprise_Magnitude,Revenue_Surprise_Assessment,Guidance_Accuracy,Market_Reaction_Analysis,Execution_Consistency,Trailing_EPS,Forward_EPS,EPS_Growth_Expected,Revenue_Growth,Profit_Margins,Target_Mean_Price,Price_Target_Upside,Recommendation_Mean,Volatility,Max_Drawdown,Beta,Market_Cap_B,Sector,Surprise_Rank,Rank
APOLLOHOSP.NS,7922.5,0.5894755378991738,Neutral,0.6263707999907371,0.5818778137433374,0.39213721156474507,0.7810732023019311,0.6045942624729168,109.33,81.6,-0.2536357815787067,0.149,0.06978,8570.104,0.08174237929946347,1.58621,0.22790891030167446,0.1849717996169722,0.161,1139.136659456,Healthcare,25.0,25
SHRIRAMFIN.NS,615.8499755859375,0.5875517616042834,Neutral,0.7102433730119949,0.42296385868132297,0.6515791528513739,0.5940742019558278,0.5298559287568552,51.05,,,0.126,0.52582,716.6774,0.16372075734537847,1.70968,0.336864041473218,0.29004558602230385,0.854,1158.36452864,Financial Services,26.0,26
HDFCBANK.NS,1964.5999755859375,0.5843651914111583,Neutral,0.62128,0.3618401426353264,0.8081626814625713,0.6370637403108806,0.49742532772473325,87.42,96.36,0.10226492793411116,0.011,0.25794,2279.8462,0.16046331483845253,1.30769,0.19379515884740411,0.19913778900702664,0.623,15082.273636352,Financial Services,27.0,27
TCS.NS,3054.0,0.5809421371250082,Neutral,0.602832259311029,0.5057970322956036,0.6433619608943774,0.4839580227760701,0.6390428512142211,136.21,154.68,0.1355994420380295,0.013,0.19236,3723.182,0.21911656843483948,2.0,0.19976264187203274,0.3292007980033118,0.333,11049.646424064,Technology,28.0,28
NESTLEIND.NS,1162.9000244140625,0.5730693165860465,Neutral,0.5956258670616315,0.4944628550102515,0.5669744209081949,0.638489819643853,0.5805096084518573,16.16,,,0.059,0.1521,1197.5132,0.029764532512911206,3.05263,0.18682684285926787,0.21977870297100924,0.239,2242.431680512,Consumer Defensive,29.0,29
TATAMOTORS.NS,680.2999877929688,0.5726540446238635,Neutral,0.7246,0.5274969206150321,0.5976924,0.5632215540443574,0.40991473697101705,60.89,,,-0.034,0.048600003,745.7692,0.09623579800350522,2.57692,0.2810570436327772,0.5010113132289321,1.119,2504.667430912,Consumer Cyclical,30.0,30
POWERGRID.NS,283.3500061035156,0.5720324051997141,Neutral,0.4768633791299771,0.5417356921746533,0.6118903735101029,0.5435696106276212,0.702779528430627,16.01,21.27,0.32854465958775747,0.017,0.33551997,319.0,0.1258161042123304,2.34783,0.26208084280922644,0.2955904525229671,0.266,2635.324981248,Utilities,31.0,31
DRREDDY.NS,1277.5999755859375,0.5533624799551785,Neutral,0.48,0.6030585259280297,0.4717928571428572,0.7116362180966955,0.558233853132484,68.1,343.11,4.038325991189428,0.114,0.16993,1285.6256,0.00628179756373417,3.0,0.1988707942055122,0.22979980770894942,0.311,1063.442251776,Healthcare,32.0,32
BAJAJFINSV.NS,1965.9000244140625,0.5497181421662203,Neutral,0.6130037808210246,0.5780514560838963,0.5867902096262707,0.5045383119442691,0.4390905851364518,58.98,49.41,-0.16225839267548323,0.129,0.07023,2154.5625,0.09596748219287929,2.3125,0.23923999644486937,0.3224859472903854,0.634,3138.067890176,Financial Services,33.0,33
TITAN.NS,3621.0,0.5433625127578001,Neutral,0.483603167173036,0.43645965721237656,0.6032680802628406,0.6727193478114154,0.5680413564889272,42.0,56.18,0.3376190476190476,0.246,0.058280002,3933.5,0.08630212648439657,1.88235,0.2132925360067358,0.2249819379254273,0.297,3211.989876736,Consumer Cyclical,34.0,34
WIPRO.NS,248.63999938964844,0.5416564392457589,Neutral,0.48934315951119683,0.5419866872984654,0.5162896282222834,0.5937796032841179,0.5929922288559613,12.83,25.28,0.970381917381138,0.008,0.15083,260.9535,0.04952340991223565,3.27907,0.24722601672973765,0.26610249782526135,0.596,2603.58406144,Technology,35.0,35
GRASIM.NS,2813.800048828125,0.5348320036165893,Neutral,0.36012663614486956,0.6304049184029992,0.3798793251556898,0.7537567444946864,0.6483999209721556,60.22,23.32,-0.6127532381268681,0.185,0.026300002,3250.3635,0.15515084355538777,1.54545,0.2139453510432617,0.19228382632065838,0.275,1909.312585728,Basic Materials,36.0,36
BAJAJ-AUTO.NS,8679.5,0.534462804124752,Neutral,0.5226655630636714,0.5288233715971351,0.4014655630636715,0.6428384871154866,0.606564266796749,271.67,171.22,-0.3697500644163876,0.112,0.14264,9080.333,0.046181577279797284,2.55,0.24730618507733307,0.42313525480802106,0.771,2423.194648576,Consumer Cyclical,37.0,37
ICICIBANK.NS,1436.4000244140625,0.5326941016838412,Neutral,0.48,0.47930021205325984,0.49653858447560373,0.7152859728865514,0.551167232225429,73.54,37.94,-0.48409029099809636,0.108,0.2574,1672.439,0.16432676940549537,1.31707,0.1824566212144016,0.1424074490995481,0.495,10255.695085568,Financial Services,38.0,38
ULTRACEMCO.NS,12589.0,0.5311835409548205,Neutral,0.5049751241342124,0.5166849910921792,0.40777699494002145,0.771427210011602,0.5216664060654348,230.38,137.04,-0.4051566976300026,0.177,0.086339995,13629.857,0.08267987925967114,1.61905,0.21601330271120253,0.1618227365983969,0.43,3703.0920192,Basic Materials,39.0,39
ASIANPAINT.NS,2504.5,0.5215002311462027,Neutral,0.6613502594925725,0.4207663939279826,0.3581880669767191,0.5812813761492992,0.5658978383486216,37.57,28.24,-0.24833643864785737,-0.002,0.10629,2420.9714,-0.03335140746656023,3.25714,0.19261358882772,0.39041577285701645,0.391,2400.721043456,Basic Materials,40.0,40
HDFCLIFE.NS,788.75,0.5095156438036843,Neutral,0.5619047699435213,0.5391512865928577,0.4237717236481559,0.5974218254439508,0.43420787726504295,8.76,6.3,-0.2808219178082192,0.093,0.01885,867.0303,0.09924602218700476,1.54545,0.24270441255023018,0.24564696832804425,0.649,1700.11131904,Financial Services,41.0,41
NTPC.NS,337.0,0.5067811490839118,Neutral,0.4571002210732999,0.48174168332932066,0.5463911443481237,0.4908647113655382,0.5662491078763363,18.2,24.09,0.3236263736263737,-0.03,0.12835,417.12,0.23774480712166174,1.54167,0.25793634011596217,0.32302293903421503,0.301,3267.777789952,Utilities,42.0,42
ADANIENT.NS,2324.89990234375,0.505750712720332,Neutral,0.6337565720721068,0.431454708690761,0.575288118979896,0.4104727098353479,0.4219604884643582,54.4,,,-0.138,0.06758,3179.5,0.36758576005561394,,0.5467720719680867,0.7134659923523925,0.71,2683.352907776,Energy,43.0,43
BPCL.NS,316.45001220703125,0.5050944235211345,Neutral,0.6100108698584947,0.47904014184045546,0.40721576729070047,0.5300945836285605,0.47913168342997814,40.57,31.0,-0.23588858762632486,-0.005,0.039419997,370.03333,0.1693263255680107,2.0,0.2874785191647184,0.34588780429408,0.916,1373.136617472,Energy,44.0,44
TATASTEEL.NS,158.5500030517578,0.5026303497127431,Neutral,0.4095251136747596,0.6949484417769646,0.43274567378865236,0.6536439873423401,0.38331825039789386,3.65,,,-0.029,0.020920001,167.76666,0.05813091624623596,2.19355,0.27370469378040213,0.3168278344845445,1.068,1977.403834368,Basic Materials,45.0,45
COALINDIA.NS,374.45001220703125,0.5016013251596997,Neutral,0.4604530062011743,0.5215850291531593,0.38400000000000006,0.5901974672836884,0.5842072384311047,53.77,25.43,-0.5270596987167566,-0.039,0.26373,417.08334,0.11385585900154024,2.16,0.2684661012706287,0.3084013195483769,0.044,2307.634233344,Energy,46.0,46
TRENT.NS,5418.0,0.4975849029648508,Surprise Prone,0.5704462689336955,0.4478780506834786,0.42918593101274755,0.5984939991975085,0.4489321975627769,44.43,68.12,0.5331982894440694,0.19,0.08842,5991.12,0.10578073089700994,2.25,0.34858807285499793,0.4389522497148468,0.209,1926.028591104,Consumer Cyclical,47.0,47
ADANIPORTS.NS,1341.199951171875,0.47887692575276786,Surprise Prone,0.5754897639345495,0.4390720246563111,0.31433246100859324,0.5545959873091703,0.5056709476988703,52.31,33.42,-0.3611164213343529,0.312,0.34596002,1717.7778,0.2807768137026025,1.11111,0.3968105917461681,0.5233702809474993,0.443,2897.179836416,Industrials,48.0,48
JSWSTEEL.NS,1054.5999755859375,0.4754835424546754,Surprise Prone,0.4554689873799921,0.4810495089175935,0.4216074878337981,0.6599195537195807,0.41048481600731,19.83,,,0.005,0.02865,1055.7059,0.001048667209998725,2.63636,0.24612184939256243,0.15155420804203115,0.645,2572.823298048,Basic Materials,49.0,49
INDUSINDBK.NS,760.0999755859375,0.39443794434886903,Highly Volatile,0.35908266438929426,0.3916367459301077,0.3807691,0.40389901366598535,0.4480062850781305,12.92,96.58,6.475232198142415,-0.259,0.056599997,774.38464,0.018793138893407918,3.64103,0.33608858045093126,0.6186029724730094,0.646,592.175628288,Financial Services,50.0,50
