Symbol,Current_Price,Reliability_Score,Reliability_Rating,OCF_Conversion,Cash_Flow_Stability,Working_Capital_Efficiency,Accruals_Quality,FCF_Generation,Operating_CF_M,Free_CF_M,Net_Income_M,OCF_NI_Ratio,FCF_Yield,FCF_Conversion,Total_Cash_M,Volatility,Max_Drawdown,Market_Cap_B,Sector,Reliability_Rank,Rank
TATASTEEL.NS,158.5500030517578,0.7048862976313466,Strong,0.7589490051179191,0.7241215208767048,0.5898450689870246,0.34903818919414026,1.0,,,45385.801728,,,,100476.100608,0.2737047417026013,0.31682783448454455,1977.403834368,Basic Materials,21.0,21
DRREDDY.NS,1277.5999755859375,0.7003696736892944,Strong,0.7041347399407457,0.7873323126632723,0.6468915284422655,0.7508622116955012,0.6243094436433761,52560.9984,14228.50048,56802.000896,0.9253370932519623,0.013379664439923951,0.2707045321270001,66688.0,0.19887079975993932,0.22979980770894842,1063.442251776,Healthcare,22.0,22
AXISBANK.NS,1070.9000244140625,0.6916119591892054,Good,0.8563228969730502,0.6027104886946075,0.5,0.3799275813801421,1.0,,,278624.01024,,,,656061.169664,0.22708645964542518,0.2802702662846882,3322.285391872,Financial Services,23.0,23
WIPRO.NS,248.63999938964844,0.690446885364251,Good,0.6935284005576365,0.8343140162563921,0.65,0.3904320573303018,0.8081858668700906,170585.997312,116813.996032,134626.000896,1.2671103366115695,0.044866612052999,0.6847806846557776,531502.989312,0.24722601495065705,0.26610249782526135,2603.58406144,Technology,24.0,24
EICHERMOT.NS,5924.5,0.6773467864455427,Good,0.7338882202934773,0.6792601469799956,0.48727869379511257,0.4037797547810114,1.0,,,48382.001152,,,,37530.099712,0.24960105928743928,0.25920353651114153,1624.960139264,Consumer Cyclical,25.0,25
INFY.NS,1487.5,0.6739779245198251,Good,0.7477540774767584,0.7347316635980187,0.7630640163772789,0.5017186329061835,0.5611123710982419,4184.0,3329.0624,3204.0,1.3058676654182273,0.0005398985056722361,0.7956650095602295,4137.999872,0.2399066203280098,0.30152021913737875,6166.089302016,Technology,26.0,26
HCLTECH.NS,1466.300048828125,0.6652578314934053,Good,0.9517671949275278,0.7311490569954877,0.6766787244046563,0.3299995186538144,0.48125274341711277,2571.000064,1986.625024,1995.000064,1.288721795249025,0.0005000741064947706,0.7727051631843134,3206.000128,0.2315961860760378,0.3066200526156945,3972.661248,Technology,27.0,27
POWERGRID.NS,283.3500061035156,0.6627318386163086,Good,0.6681580403962899,0.7646092427256137,0.5847425605268873,0.6275037503880806,0.6584820265426191,,,154281.00096,,,,100772.397056,0.2620808128262078,0.29559045252296684,2635.324981248,Utilities,28.0,28
NTPC.NS,337.0,0.6549585883979026,Good,0.6086472859832224,0.6978330892839644,0.6995121120406048,0.5874161333294985,0.6760765331887914,,,239589.195776,,,,115071.000576,0.25793640923579164,0.3230229390342147,3267.777789952,Utilities,29.0,29
ITC.NS,398.29998779296875,0.6415601415882557,Good,0.6610923104765026,0.799472126088997,0.449852259815839,0.4053867782353171,0.8280708502643264,,,199679.000576,,,,204869.500928,0.18424059090319314,0.2327451598177078,4989.38413056,Consumer Defensive,30.0,30
TRENT.NS,5418.0,0.6404401085158226,Good,0.7070726258380738,0.6528137394999955,0.6793252777976089,0.5643611676486969,0.5629498672473929,,,15838.400512,,,,9731.600384,0.34858811318799193,0.43895224971484703,1926.028591104,Consumer Cyclical,31.0,31
ICICIBANK.NS,1436.4000244140625,0.6151666033048728,Good,0.6879069241841089,0.577330619757189,0.5,0.40704721093827434,0.8333333333333333,,,528909.59872,,,,1968211.755008,0.18245662312576072,0.14240744909954858,10255.695085568,Financial Services,32.0,32
